,Tweet,Label,tokenization
3006,  apa yang lo suka dari suju    semuanya  persahabatan mreka  cinta kasih mereka  kebaikan mereka  kesempurnaan mereka   kerendahan hati mreka ,Love,"['lo', 'suka', 'suju', 'sahabat', 'mreka', 'cinta', 'kasih', 'baik', 'sempurna', 'rendah', 'hati', 'mreka']"
5411,gapapa beli skinnya dulu orangnya dateng nanti gapapa  tapi tetep aja sedih banget anjing   arghhhh mo nangis,Sad,"['gapapa', 'beli', 'skinnya', 'orang', 'dateng', 'gapapa', 'tetep', 'sedih', 'banget', 'anjing', 'arghhhh', 'mo', 'nang']"
2840,aku suka banget kalau dia udah foto sama kamerea ini t     t,Love,"['suka', 'banget', 'udah', 'foto', 'kamerea']"
2430,eh aku ganti dn  masi kenal gakk  lagi suka banget sama nama panggilan ai sksk,Love,"['eh', 'ganti', 'dn', 'mas', 'kenal', 'gakk', 'suka', 'banget', 'nama', 'panggil', 'ai', 'sksk']"
56,bangsat,Anger,['bangsat']
6127,i know this will end with ab  and i feel the story trying to pin c as antagonist but really anjir  siapa yang suka kalau u sayang sama orang tapi orang tsb ngomongin mantannya mulu sih,Sad,"['i', 'know', 'this', 'will', 'end', 'with', 'ab', 'and', 'i', 'feel', 'the', 'story', 'trying', 'to', 'pin', 'c', 'as', 'antagonist', 'but', 'really', 'suka', 'sayang', 'orang', 'orang', 'tsb', 'ngomongin', 'mantan', 'mulu']"
5352,orang orang di tiktok kok jahat banget sih    padahal lockey lagi sedih kenapa terus aja di buat makin sedih heh     jahat banget,Sad,"['orang', 'orang', 'tiktok', 'jahat', 'banget', 'lockey', 'sedih', 'sedih', 'heh', 'jahat', 'banget']"
2785,makanya nonu tiap ngelive pake masker tuh ga rapet suka aku tegur maskerjya sayang rapetinn diamah     aah,Love,"['nonu', 'ngelive', 'pake', 'masker', 'rapet', 'suka', 'tegur', 'maskerjya', 'sayang', 'rapetinn', 'amah', 'aah']"
1295,program makmur dukung pertanian indonesia  go petani sejahtera    ,Joy,"['program', 'makmur', 'dukung', 'tani', 'indonesia', 'go', 'tani', 'sejahtera']"
6831,ya allah aku takut kalau ada host yang main ratio sama fanbase kpop   ,Fear,"['allah', 'takut', 'host', 'main', 'ratio', 'fanbase', 'kpop']"
4476,kalo dia emang tidak panik  tinggal lepas tangan  toh akan di bela pendukung nya  ,Neutral,"['emang', 'panik', 'tinggal', 'lepas', 'tangan', 'bela', 'dukung']"
5859,ore sedih  ore mau punya chingu la,Sad,"['ore', 'sedih', 'ore', 'chingu', 'la']"
2147,wahh suka sama tanaman ya om  sama kaya ibu aku  kadang emang gitu om  kalau sama  sibuk atau salah satunya sibuk jarang banget ketemu  kalau nanti jadi ketemu sama adiknya titip salam ya om  semangat menjalani harinya  anw  enjoy your day om,Joy,"['wahh', 'suka', 'tanam', 'om', 'kaya', 'kadang', 'emang', 'gitu', 'om', 'sibuk', 'salah', 'satu', 'sibuk', 'jarang', 'banget', 'ketemu', 'ketemu', 'adik', 'titip', 'salam', 'om', 'semangat', 'jalan', 'hari', 'anw', 'enjoy', 'your', 'day', 'om']"
5185,yuna jangan lewat tl dong  w jdi sedih lagi,Sad,"['yuna', 'tl', 'w', 'jdi', 'sedih']"
1221,semangat eventnya  cantik ,Joy,"['semangat', 'eventnya', 'cantik']"
2904,tapi jujur suasana tempat makannya ky rm sunda modelan ampera dan kawan nya  trus aku makan beres dluan  aku bilang aku mau keluar dulu  eeeh ternyata si harry ngikutin wkwkkwkwkk trus aneh banget dia bilang dia suka sama aku wkwkjwjwjjw,Love,"['jujur', 'suasana', 'makan', 'ky', 'rm', 'sunda', 'model', 'ampera', 'kawan', 'trus', 'makan', 'beres', 'dluan', 'eeeh', 'harry', 'ngikutin', 'wkwkkwkwkk', 'trus', 'aneh', 'banget', 'suka', 'wkwkjwjwjjw']"
4246, jika kau tidak bisa mengendalikan emosi dan pikiranmu kau akan lemah   minato,Neutral,"['kau', 'kendali', 'emosi', 'pikir', 'kau', 'lemah', 'minato']"
89,paling benci kalo lagi diem terus panik sendiri gatau bingung kenapa   ,Anger,"['benci', 'diem', 'panik', 'gatau', 'bingung']"
2165,kalian yang belum nonton  mending nonton sii  awalnya nonton ini karna d o  tapi malah suka ke jo in sung nya juga  plot twist nya bikin nangis banget  apalagi scene ini,Joy,"['nonton', 'mending', 'nonton', 'sii', 'nonton', 'karna', 'o', 'suka', 'jo', 'in', 'sung', 'plot', 'twist', 'nang', 'banget', 'scene']"
1732,haha  semangat kerja ssyangku  nanti pulangnya tiati yaa,Joy,"['haha', 'semangat', 'kerja', 'ssyangku', 'pulang', 'tiati', 'yaa']"
5085,pagi   kok sepi ,Neutral,"['pagi', 'sepi']"
6545,duhh gue takut ke s,Fear,"['duhh', 'gue', 'takut', 's']"
2931,seru  runa  kalau ngga gangguin beliau  suka gangguin anak aku  kedengeran gabut banget ya aku tuh   btw  runa lagi ada kesibukan apa akhir akhir ini ,Love,"['seru', 'runa', 'ngga', 'gangguin', 'beliau', 'suka', 'gangguin', 'anak', 'kedengeran', 'gabut', 'banget', 'btw', 'runa', 'sibuk']"
4836,kadang aku kalau lagi mode reader suka dm authornya apalagi kalau alurnya bagus  sayang gitu kalau puebinya acak an  tp sekarang udah nggak sih  kalau diminta aja ngasih krisannya  sempet ada yg marah  dulu di wp gara  readernya ngoreksi tulisan dia  padahal bahasanya sopan ,Neutral,"['kadang', 'mode', 'reader', 'suka', 'dm', 'authornya', 'alur', 'bagus', 'sayang', 'gitu', 'puebinya', 'acak', 'an', 'tp', 'udah', 'nggak', 'ngasih', 'krisan', 'sempet', 'marah', 'wp', 'gara', 'readernya', 'ngoreksi', 'tulis', 'bahasa', 'sopan']"
6023,mager membaca malu sendiri,Sad,"['mager', 'baca', 'malu']"
4894,jangan pernah merasa sedih dikala sendiri  coba lihat kelangit  mataharipun selalu sendiri tapi tetap memberikan cahaya sin,Neutral,"['sedih', 'kala', 'coba', 'lihat', 'langit', 'matahari', 'cahaya', 'sin']"
1851,semangat nyucinya ayah,Joy,"['semangat', 'nyucinya', 'ayah']"
6611,takut banget  ,Fear,"['takut', 'banget']"
4496,bersabar itu jauh berbeda dengan tidak bertindak karena pesimis dan takut  bersabar itu bertahan dalam sikap baik,Neutral,"['sabar', 'beda', 'tindak', 'pesimis', 'takut', 'sabar', 'tahan', 'sikap']"
1767,morning  semangat,Joy,"['morning', 'semangat']"
2317,mau ini bener atau kaga  tapi klo denger kabar baik soal timnas  selalu seneng sih,Joy,"['bener', 'kaga', 'denger', 'kabar', 'timnas', 'neng']"
1217,enak tapi,Joy,['enak']
5602,sedih si soalnya w mau maraton manifest ama bulgasal tp gjdd truss,Sad,"['sedih', 'w', 'maraton', 'manifest', 'ama', 'bulgasal', 'tp', 'gjdd', 'truss']"
863,jangan bikin orang khawatir napa sih julllll,Anger,"['orang', 'khawatir', 'julllll']"
316,marah marah terus  keriput ,Anger,"['marah', 'marah', 'keriput']"
5628,ini denise ya  sedih vine ent  ngelepas anak se multitalenta ini  tapi ya gimana lagi sepertinya ini jalan terbaiknya  ,Sad,"['denise', 'sedih', 'vine', 'ent', 'ngelepas', 'anak', 'multitalenta', 'gimana', 'jalan', 'baik']"
2530,aku langsung gagal fokus pas liat swatch nya di bibir kamu so  i want to try it too  warnanya aku suka banget  ikutt yukk,Love,"['langsung', 'gagal', 'fokus', 'pas', 'liat', 'swatch', 'bibir', 'so', 'i', 'want', 'to', 'try', 'it', 'too', 'warna', 'suka', 'banget', 'ikutt', 'yukk']"
5923,sedih mart mu takde piala musim ni,Sad,"['sedih', 'mart', 'mu', 'takde', 'piala', 'musim', 'ni']"
66,gw benci sekolah,Anger,"['gw', 'benci', 'sekolah']"
697,emang dasar nya pada tolol semua yang komen begitu,Anger,"['emang', 'dasar', 'tolol', 'komen']"
987,sampe gapaham apa salah aespa ke bts sampe fans bts alias army suka banget ngehate aespa  kayak yaampun fandom idol umur   tahun lebih hobi banget ngrusuh fandom idol yg baru umur setahun  kenapa ya army  ini toxic bgt  terutama western non asian army  asli sih rese bgt ,Anger,"['sampe', 'gapaham', 'salah', 'aespa', 'bts', 'sampe', 'fans', 'bts', 'alias', 'army', 'suka', 'banget', 'ngehate', 'aespa', 'kayak', 'yaampun', 'fandom', 'idol', 'umur', 'hobi', 'banget', 'ngrusuh', 'fandom', 'idol', 'umur', 'tahun', 'army', 'toxic', 'bgt', 'western', 'non', 'asi', 'army', 'asli', 'rese', 'bgt']"
4565,enak nya makan yang anget  ni,Neutral,"['enak', 'makan', 'anget', 'ni']"
1942,risol kenapa enak banget ya,Joy,"['risol', 'enak', 'banget']"
3602,ya makanya aneh banget  bukan perkara gue punya anak atau enggak  gue nih emang anti bgt sama kekerasan  dan dia beranggapan bahwa normal untuk bentak nyubit anak ,Neutral,"['aneh', 'banget', 'perkara', 'gue', 'anak', 'gue', 'emang', 'anti', 'bgt', 'keras', 'anggap', 'normal', 'bentak', 'nyubit', 'anak']"
1239,pagi pagi dapat kabar bahagia,Joy,"['pagi', 'pagi', 'kabar', 'bahagia']"
2178,baca di mf ini deh nder udh bnyk yg kasih review soalnya  tpi klo kmu suka drama ringan   fresh   cocok sih ,Joy,"['baca', 'mf', 'deh', 'nder', 'udh', 'bnyk', 'kasih', 'review', 'tpi', 'kmu', 'suka', 'drama', 'ringan', 'fresh', 'cocok']"
3122,kadang  meski marah atas apa yang telah dilakukan dia yang kamu cinta  kamu tetap tak mampu berhenti mencintainya ,Love,"['kadang', 'marah', 'cinta', 'henti', 'cinta']"
1296,pelan pelan sama yvyv h jnya dibalikn ke ranjang  ga kasar ga kenceng  sayangnya  yvyv nakal ya  ditinggal malah main sendiri  ya udah main aja situ sama bantal hyung lagi    h j geleng geleng panik  asli suara y hnya lembut bgt  ga kaya marah   ga mau  ga puas  pingin yvyv ,Joy,"['pelan', 'pelan', 'yvyv', 'h', 'jnya', 'dibalikn', 'ranjang', 'kasar', 'kenceng', 'sayang', 'yvyv', 'nakal', 'tinggal', 'main', 'udah', 'main', 'situ', 'bantal', 'hyung', 'h', 'j', 'geleng', 'geleng', 'panik', 'asli', 'suara', 'y', 'hnya', 'lembut', 'bgt', 'kaya', 'marah', 'puas', 'pingin', 'yvyv']"
6479,alhamdulillah nya udah divaksin sih  itu juga setelah drama  ibu mertua gwa tinggal sendirian  beberapa bulan lalu bapak mertua baru wafat  jadi yaa  khawatir  lalu ya gituu  agak meremehkan covid  makin khawatir lagi ,Fear,"['alhamdulillah', 'udah', 'vaksin', 'drama', 'mertua', 'gwa', 'tinggal', 'mertua', 'wafat', 'yaa', 'khawatir', 'gituu', 'remeh', 'covid', 'khawatir']"
2366,im shoo happy meskipun rada kecewa sama durian nya  ngerasa keluar budget banyak tp gak worth it  tp gpp  yg pntg kebersamaannya yakan,Joy,"['im', 'shoo', 'happy', 'rada', 'kecewa', 'durian', 'ngerasa', 'budget', 'tp', 'worth', 'it', 'tp', 'gpp', 'pntg', 'sama', 'yakan']"
2983,suka banget sama lagu barunya kangen band  gak tau udah berapa lama gak ngehype mereka dan biasku kak izzy masih tetep ganteng sama kayak belasan tahun kemaren,Love,"['suka', 'banget', 'lagu', 'baru', 'kangen', 'band', 'udah', 'ngehype', 'bias', 'kak', 'izzy', 'tetep', 'ganteng', 'kayak', 'bas', 'kemaren']"
438,halah taik  pagi  dibuat emosi gw  support system support system tatai anjingan,Anger,"['halah', 'taik', 'pagi', 'emosi', 'gw', 'support', 'system', 'support', 'system', 'tatai', 'anjing']"
5138,saya kerja di jababeka dua kak rumah di cengkareng  paling pas krl aja udah kontra flow jadi sepi,Neutral,"['kerja', 'jababeka', 'kak', 'rumah', 'cengkareng', 'pas', 'krl', 'udah', 'kontra', 'flow', 'sepi']"
2718,ada juga anakku yang namanya nalle  dia bubbly dan suka banget yang namanya update tentang kegiatan atau lagi ngapain di timeline pastinya dia jago dalam hal yang namanya pda,Love,"['anak', 'nama', 'nalle', 'bubbly', 'suka', 'banget', 'nama', 'update', 'giat', 'ngapain', 'timeline', 'pasti', 'jago', 'nama', 'pda']"
2446,pap foto ke ayang  btw sekarang suka banget ngalis,Love,"['pap', 'foto', 'ayang', 'btw', 'suka', 'banget', 'ngalis']"
396,takan ada kesempatan kedua jika tahun ini kalian masih bego semua data hasil kaya saya sia sia buat cerdaskan kalian,Anger,"['tak', 'sempat', 'bego', 'data', 'hasil', 'kaya', 'sia', 'sia', 'cerdas']"
4875,pake apa yg membuatmu nyaman nder mau platform bimbel yg mana  sesuaikan kebutuhan  jangan hanya ngikut tmen suka yang mana  nggak harus sama kek tmen gak apa ko nder  ,Neutral,"['pake', 'buat', 'nyaman', 'nder', 'platform', 'bimbel', 'sesuai', 'butuh', 'ngikut', 'tmen', 'suka', 'nggak', 'tmen', 'ko', 'nder']"
6822,haduh  takut viral sama komentar saya yg itu nih  yg like ama yg komen jadi banyak bgt busetdahh,Fear,"['haduh', 'takut', 'viral', 'komentar', 'like', 'ama', 'komen', 'bgt', 'busetdahh']"
1755,enak bgt,Joy,"['enak', 'bgt']"
1925,aku senang  jangan ganggu mood bahagiaku,Joy,"['senang', 'ganggu', 'mood', 'bahagia']"
3244,    hi  pasti lagi nyari jasa un sus un lock ya  bisa ke yap   unlock all case  k   acc   unlock umur  k   acc   unsus biasa   k   acc payment dilakukan di akhir a  close uns permanen semi perm,Neutral,"['hi', 'nyari', 'jasa', 'un', 'sus', 'un', 'lock', 'yap', 'unlock', 'all', 'case', 'k', 'acc', 'unlock', 'umur', 'k', 'acc', 'unsus', 'k', 'acc', 'payment', 'a', 'close', 'uns', 'permanen', 'semi', 'perm']"
3797,kalau di sini ma biasa ajaa masih banyak kali yg lbh gde dari ini,Neutral,"['ma', 'ajaa', 'kali', 'lbh', 'gde']"
71,gausah kaget kalau tiba  gue jadi benci sama sodara gue  dasar orang gatau diri  benalu  kacang lupa kulit  bajingan sama sodara sendiri ,Anger,"['gausah', 'kaget', 'gue', 'benci', 'sodara', 'gue', 'dasar', 'orang', 'gatau', 'benalu', 'kacang', 'lupa', 'kulit', 'bajing', 'sodara']"
4226,perubahan emosi dalam sehari,Neutral,"['ubah', 'emosi', 'hari']"
3980,berita pagi ini cukup membosankan tapi gpp dapat informasi terupdate jadinya,Neutral,"['berita', 'pagi', 'bosan', 'gpp', 'informasi', 'terupdate']"
2270,jangan khawatir boy  gw juga gagal pinalti tadi kok  apalagi ini cuma kompetisi haha hihi piala fa aja  santai boy   kata babang ronaldo ,Joy,"['khawatir', 'boy', 'gw', 'gagal', 'pinalti', 'kompetisi', 'haha', 'hihi', 'piala', 'fa', 'santai', 'boy', 'babang', 'ronaldo']"
5282,sedih bgt pagi pagi  ,Sad,"['sedih', 'bgt', 'pagi', 'pagi']"
2745,demennnn banget sama energi ini,Love,"['demennnn', 'banget', 'energi']"
2664,   parfum junkyu from    aa waktu itu liat teel banyak yang suka dan beli parfum ini  jadi kepo kann tapi ternyata saldo spay ga cukup eh ada orang baik yang mau co in parfumnya aa seneng  wanginya enak banget plis,Love,"['parfum', 'junkyu', 'from', 'aa', 'liat', 'teel', 'suka', 'beli', 'parfum', 'kepo', 'kann', 'saldo', 'spay', 'eh', 'orang', 'co', 'in', 'parfum', 'aa', 'neng', 'wangi', 'enak', 'banget', 'plis']"
1197,kalo abis pup pas pagi pagi tuh enak banget ga sih  perutnya jadi rata   langsing,Joy,"['abis', 'pup', 'pas', 'pagi', 'pagi', 'enak', 'banget', 'perut', 'langsing']"
3888,boom pernah meng sms hyoyeon sekedar menyapa setalah berakhirnya iy  tapi ia mendapat kecewa karena hyoyeon melupakannya begitu saja,Neutral,"['boom', 'meng', 'sms', 'hyoyeon', 'dar', 'sapa', 'seta', 'iy', 'kecewa', 'hyoyeon', 'lupa']"
1047,kanye nih napa suka banget nyenggol yang lagi naik deh  toxic anj,Anger,"['kanye', 'suka', 'banget', 'nyenggol', 'deh', 'toxic', 'anj']"
5376,sedih ya wak,Sad,"['sedih', 'wak']"
3416,ibu dr biologi  ayah dr pertanian  untung nama anaknya normal normal,Neutral,"['dr', 'biologi', 'ayah', 'dr', 'tani', 'untung', 'nama', 'anak', 'normal', 'normal']"
2037,ihh takut bgt loch wkwk makasyii,Joy,"['ihh', 'takut', 'bgt', 'loch', 'wkwk', 'makasyii']"
4899,kegaduhan yg ditimbulkan dan efek demo bersilit silitnya sampe skrg ga ilang   meski pd akhirnya mrk marah krn kecewa jebul sing didukung malah pada dadi mentri kabeh,Neutral,"['gaduh', 'timbul', 'efek', 'demo', 'bersilit', 'silitnya', 'sampe', 'skrg', 'ilang', 'mrk', 'marah', 'kecewa', 'jebul', 'sing', 'dukung', 'dadi', 'tri', 'kabeh']"
2700,aku pernah bilang nggak kalau aku suka banget penggambaran api dan air ini,Love,"['nggak', 'suka', 'banget', 'gambar', 'api', 'air']"
6165,kadang diriku suka ga paham sama perasaan diri sendiri ga tau mana yang beneran sayang mana yang cuma sekedar pura  semua orang ku anggap sama ku beneran tulus buat temenan sama semua orang engga pilih  juga allah aja ga pilih  masa diriku manusia biasa pilih  tapi sering kecewa,Sad,"['kadang', 'diri', 'suka', 'paham', 'asa', 'beneran', 'sayang', 'dar', 'pura', 'orang', 'ku', 'anggap', 'ku', 'beneran', 'tulus', 'temenan', 'orang', 'engga', 'pilih', 'allah', 'pilih', 'diri', 'manusia', 'pilih', 'kecewa']"
3569,tapi gaji guru dan tu honorer masih jauh dari sejahtera  kerja harus penuh bagaimana  suruh pindah saja dari jabar ,Neutral,"['gaji', 'guru', 'tu', 'honorer', 'sejahtera', 'kerja', 'penuh', 'suruh', 'pindah', 'jabar']"
6657,bangun jam       sesuai alarm  pas bangun panik bgt  hampir nangis karena kirain telat kelas  setelah beberapa detik baru inget kalo kelasnya jam      ,Fear,"['bangun', 'jam', 'sesuai', 'alarm', 'pas', 'bangun', 'panik', 'bgt', 'nang', 'kirain', 'telat', 'kelas', 'detik', 'inget', 'kelas', 'jam']"
4520,mungkin lain kali dia bisa menyatakannya secara jelas  walau begini  dia cukup senang  semuanya tenang sampai matanya bertemu dengan mata inupi yang baru saja datang  inupi terlihat marah dan kesal  dari tatapannya saja draken sudah tahu  ia berdehem kecil namun draken ,Neutral,"['kali', 'nyata', 'senang', 'tenang', 'mata', 'temu', 'mata', 'inupi', 'inupi', 'marah', 'kesal', 'tatap', 'draken', 'dehem', 'draken']"
1891,punya la senang benda ni ah kenapa dulu masa study aku budu betul ah,Joy,"['la', 'senang', 'benda', 'ni', 'ah', 'study', 'budu', 'ah']"
2697,chubby baby suka banget sama episode yg ini  suaranya mix wkwk told ya  if i have a brother like earth no need a bf wkwk,Love,"['chubby', 'baby', 'suka', 'banget', 'episode', 'suara', 'mix', 'wkwk', 'told', 'if', 'i', 'have', 'a', 'brother', 'like', 'earth', 'no', 'need', 'a', 'bf', 'wkwk']"
6069,ga enak mau ngapa ngapain,Sad,"['enak', 'ngapa', 'ngapain']"
2437,mimpi nemu collect book yang pas banget aku suka tapi pas bangun lupa bentukannya,Love,"['mimpi', 'nemu', 'collect', 'book', 'pas', 'banget', 'suka', 'pas', 'bangun', 'lupa', 'bentuk']"
3727,ml  tadi main brawl bingung  kok valentina dari awal sampai akhir nggak copy hero musuh yah  ternyata buildnya ngaco  ini pasti gara gara liat video toktok yang ngide pake hero mage tapi build mm  udah berkali kali ketemu di ingame yang kek gini  pantes saja di loading,Neutral,"['ml', 'main', 'brawl', 'bingung', 'valentina', 'nggak', 'copy', 'hero', 'musuh', 'buildnya', 'ngaco', 'gara', 'gara', 'liat', 'video', 'toktok', 'ngide', 'pake', 'hero', 'mage', 'build', 'mm', 'udah', 'kali', 'kali', 'ketemu', 'ingame', 'gin', 'pantes', 'loading']"
6739,kepleset di depan abang  gojek udah sakit malu juga,Fear,"['kepleset', 'abang', 'gojek', 'udah', 'sakit', 'malu']"
7068,  sepasang muda mudi lagi nonton bioskop  ceweknya berbisik  mas ada orang onani di sebelahku   cuekin saja   kata cowoknya   ngak enak mas  dia paksa pakai tanganku  takut ,Fear,"['pasang', 'muda', 'mud', 'nonton', 'bioskop', 'cewek', 'bisik', 'mas', 'orang', 'onani', 'belah', 'cuekin', 'cowok', 'ngak', 'enak', 'mas', 'paksa', 'pakai', 'tangan', 'takut']"
4287,ga rugi ketiduran  match barusan sangat  menguras emosi di pagi hari,Neutral,"['rugi', 'tidur', 'match', 'barusan', 'uras', 'emosi', 'pagi']"
663,syaraf bin edan  g puny malu goblok cebong tolol sama dngn s mukidi,Anger,"['syaraf', 'bin', 'edan', 'g', 'puny', 'malu', 'goblok', 'cebong', 'tolol', 'dngn', 's', 'mukidi']"
6292,takut,Fear,['takut']
6978,tapi keinget pas lsp ngejurnal manual sampe arus kas gue lancar  komputer juga lancar  eh giliran ujian teori gue zonk bgt tiba  kek orng bego wkwkw,Fear,"['keinget', 'pas', 'lsp', 'ngejurnal', 'manual', 'sampe', 'arus', 'kas', 'gue', 'lancar', 'komputer', 'lancar', 'eh', 'gilir', 'uji', 'teori', 'gue', 'zonk', 'bgt', 'orng', 'bego', 'wkwkw']"
237,bodoh lah takda flight terdekat,Anger,"['bodoh', 'takda', 'flight', 'dekat']"
6302,layout mu keramat aku jadi takut ajakin barengan,Fear,"['layout', 'mu', 'keramat', 'takut', 'ajakin', 'bareng']"
6297,siapa yg salah disni bang   ngeri aq liatnya bah,Fear,"['salah', 'disni', 'bang', 'ngeri', 'aq', 'liat', 'bah']"
3094,mau bikin list aktor dan aktris china kesukaan dah  soalnya aku orangnya suka lupaan namanya mereka haha    ,Love,"['list', 'aktor', 'aktris', 'china', 'suka', 'dah', 'orang', 'suka', 'lupa', 'nama', 'haha']"
1122,kebiasaan banget selalu bawa member lain  selalu ngebanding bandingin  dikira member lain gak sedih juga apa ,Anger,"['biasa', 'banget', 'bawa', 'member', 'ngebanding', 'bandingin', 'member', 'sedih']"
3911,yg buat cewek nyaman tuh     perhatian    pengertian    gak egois    gak ilang an    gak over    menjaga ceweknya     selalu ada kabar,Neutral,"['cewek', 'nyaman', 'perhati', 'erti', 'egois', 'ilang', 'an', 'over', 'jaga', 'cewek', 'kabar']"
